Name,Website,Phone,City,State,Full.Address,Date.Verified,Lon,Lat
Family Planning Associates- Downtown Chicago,http://fpachicago.com/about-us/downtown-chicago-abortion-clinic/,(312) 462-1846 ,Chicago,Illinois,"659 W Washington Blvd, Chicago, Illinois",3/21/17,-87.73305,41.8819523
Family Planning Associates- Northwest Chicago,http://fpachicago.com/northwest-chicago-womens-health-clinic/,(773) 362-5465 ,Chicago,Illinois,"4341 N Milwaukee Ave, Chicago, Illinois",3/21/17,-87.7067131,41.9286631
Hope Clinic for Women,http://www.hopeclinic.com/,(618) 451-5722 ,Granite City,Illinois,"1602 21st St, Granite City, Illinois",2/7/17,-90.147367,38.702788
Michigan Avenue Center for Women,http://www.michiganavenuecenterforhealth.com/,(877) 674-0100 ,Chicago,Illinois,"2415 S Michigan Ave, Chicago, Illinois",3/21/17,-87.62326387,41.84880805
Planned Parenthood- Aurora Health Center,https://www.plannedparenthood.org/health-center/illinois/aurora/60504/aurora-health-center-3483-90430,(630) 585-0500 ,Aurora,Illinois,"3051 E. New York St., Aurora, Illinois",1/30/17,-88.2915652,41.7539392
Planned Parenthood- Fairview Heights Health Center,https://www.plannedparenthood.org/health-center/illinois/belleville/62226/fairview-heights-health-center-2712-90770,(618) 277-6668 ,Belleville,Illinois,"Lakeland Square, 4529 North Illinois St., Belleville, Illinois",1/30/17,-86.63692574,34.75772898
Planned Parenthood- Champaign Health Cenetr,https://www.plannedparenthood.org/health-center/illinois/champaign/61820/champaign-health-center-3283-90430,(217) 359-8022 ,Champaign,Illinois,"302 E Stoughton St., Champaign, Illinois",1/30/17,-88.23514496,40.1137227
Planned Parenthood- Austin Health Center,https://www.plannedparenthood.org/health-center/illinois/chicago/60651/austin-health-center-2265-90430,(773) 237-2020 ,Chicago,Illinois,"5937 W Chicago Ave., Chicago, Illinois",1/30/17,-87.77379199,41.89453425
Planned Parenthood- Englewood Health Center,https://www.plannedparenthood.org/health-center/illinois/chicago/60636/englewood-health-center-2264-90430,(773) 434-3700 ,Englewood,Illinois,"6059 S. Ashland Ave., Englewood, Illinois",2/7/17,-87.66396986,41.7832503
Planned Parenthood- Loop Health Center,https://www.plannedparenthood.org/health-center/illinois/chicago/60603/loop-health-center-3286-90430,1-877-200-7745 ,Chicago,Illinois,"18 S. Michigan Avenue, Chicago, Illinois",2/7/17,-87.6249508,41.8814761
Planned Parenthood- Near North Health Center,https://www.plannedparenthood.org/health-center/illinois/chicago/60610/near-north-health-center-2474-90430,(312) 266-1033,Chicago,Illinois,"1200 N LaSalle Street, Chicago, Illinois",2/7/17,-87.6325199,41.8878047
Planned Parenthood- Roseland Health Center,https://www.plannedparenthood.org/health-center/illinois/chicago/60628/roseland-health-center-2263-90430,(877) 200-7745 ,Chicago,Illinois,"11250 S Halsted St., Chicago, Illinois",2/7/17,-87.6426506,41.6888678
Planned Parenthood- Deactur Health Center,https://www.plannedparenthood.org/health-center/illinois/decatur/62526/decatur-health-center-3282-90430,(217) 877-6474 ,Decatur,Illinois,"3021 N Oakland Ave, Decatur, Illinois",2/7/17,-88.97399436,39.87680125
Planned Parenthood- Ottawa Health Center,https://www.plannedparenthood.org/health-center/illinois/ottawa/61350/ottawa-health-center-2631-90430,(815) 433-4111 ,Ottawa,Illinois,"612 Court Street, Ottawa, Illinois",2/7/17,-88.841774,41.34622115
Planned Parenthood- Springfield Health Center,https://www.plannedparenthood.org/health-center/illinois/springfield/62702/springfield-health-center-3284-90430,(217) 544-2744,Springfield,Illinois,"601 N. Bruns, Springfield, Illinois",2/17/17,-89.68702741,39.80891572
Ryan Center Clinic,http://www.chicagofamilyplanning.org/,(773) 834-9995,Chicago,Illinois,"5758 S Maryland Ave, Chicago, Illinois",3/21/17,-87.60551719,41.79014865
Whole Women's Health of Peroia,http://wholewomanshealth.com/peoria/whole-womans-health-of-peoria.html,(309) 691-9073,Peoria,Illinois,"7405 N University St, Peoria, Illinois",2/7/17,-89.621674,40.77765222
Women's Aid Center,http://www.womensaidcenter.com/,(800) 998-4751,Chicago,Illinois,"4801 W Peterson Ave, Chicago, Illinois",2/7/17,-87.74895846,41.9895861
Women's Health Practoce,http://www.womenshealthpractice.com/,(217) 356-3736 ,Champaign,Illinois,"2125 South Neil Street, Champaign, Illinois",3/21/17,-88.24609352,40.08947112
Clinic for Women***,http://clinic4women.net/,(800) 545-2400,Indianapolis,Indiana,"3607 West 16th Street, Indianapolis, Indiana",1/16/18,-86.1768921,39.7887295
Planned Parenthood- Bloomington Health Center***,https://www.plannedparenthood.org/health-center/indiana/bloomington/47403/bloomington-health-center-2639-90500,(812) 336-0219,Bloomington,Indiana,"421 S College Ave, Bloomington, Indiana",1/16/18,-86.53480436,39.16247172
Planned Parenthood- Georgetown Health Center***,https://www.plannedparenthood.org/health-center/indiana/indianapolis/46268/georgetown-health-center-2870-90500,(317) 872-3115,Indianapolis,Indiana,"8590 Georgetown Road, Indianapolis, Indiana",1/16/18,-86.2437711,39.8648285
Planned Parenthood- Lafayette Health Center*,https://www.plannedparenthood.org/health-center/indiana/lafayette/47905/lafayette-health-center-2669-90500,(765) 446-8078 ,Lafayette,Indiana,"964 Mezzanine Dr., Lafayette, Indiana",1/16/18,-86.832703,40.4059867
Planned Parenthood- Merrillville Health Center***,https://www.plannedparenthood.org/health-center/indiana/merrillville/46410/merrillville-health-center-2923-90500,(219) 769-3500 ,Merrillville,Indiana,"8645 Connecticut Street, Merrillville, Indiana",1/16/18,-87.33303845,41.46132269
Women's Med Indianapolis***,http://www.womensmed.com/,(800) 382-9029,Indianapolis,Indiana,"1201 N Arlington Ave, Indianapolis, Indiana",1/16/18,-86.064159,39.784291
Planned Parenthood- Ames Health Center*,https://www.plannedparenthood.org/health-center/iowa/ames/50014/ames-center-2385-90380,(920) 731-9534 ,Ames,Iowa,"2530 Chamberlain Street, Ames, Iowa",1/9/18,-93.65115817,42.02139328
Planned Parenthood- Cedar Falls Health Center*,https://www.plannedparenthood.org/health-center/iowa/cedar-falls/50613/cedar-falls-center-2866-90380,(877) 811-7526 ,Cedar Falls,Iowa,"2520 Melrose Drive, Cedar Falls, Iowa",1/9/18,-92.4312024,42.51497494
Planned Parenthood- Council Bluffs Health Center*,https://www.plannedparenthood.org/health-center/iowa/council-bluffs/51501/council-bluffs-health-center-3683-90380,(877) 811-7526 ,Council Bluffs,Iowa,"1604 2nd Ave, Council Bluffs, Iowa",1/9/18,-95.86776504,41.25979333
Planned Parenthood- Iowa City Health Center***,https://www.plannedparenthood.org/health-center/iowa/iowa-city/52246/iowa-city-health-center-2470-90380,(877) 811-7526 ,Iowa City,Iowa,"850 Orchard Street, Iowa City, Iowa",1/9/18,-91.54139931,41.65005528
Planned Parenthood- Rosenfield Center***,https://www.plannedparenthood.org/health-center/iowa/des-moines/50315/rosenfield-center-2386-90380,(877) 811-7526 ,Des Moines,Iowa,"1000 E. Army Post Road, Des Moines, Iowa",1/9/18,-93.60121369,41.52625886
The Emma Goldman Clinic***,http://www.emmagoldman.com/information/abortion.html,(800) 848-7684 ,Iowa City,Iowa,"227 N Dubuque St, Iowa City, Iowa",1/9/18,-91.53316561,41.66392729
Center for Women's Health***,http://www.hodesnauser.com/,(800) 733-2404 ,Overland Park,Kansas,"4840 College Blvd, Overland Park, Kansas",10/4/18,-94.7271314,38.927529
Planned Parenthood- Comprehensive Health Services***,https://www.plannedparenthood.org/health-center/kansas/overland-park/66211/comprehensive-health-center-2594-90740,(913) 345-1400 ,Overland Park,Kansas,"4401 W 109th Street, Overland Park, Kansas",10/4/18,-94.63679593,38.93101025
Planned Parenthood- Wichita Health Center*,https://www.plannedparenthood.org/health-center/kansas/wichita/67214/wichita-health-center-2876-90741,(316) 263-7575,Wichita,Kansas,"2226 E Central, Wichita, Kansas",10/4/18,-86.63692574,34.75772898
Trust Women South Wind Women's Health Center Wichita***,http://www.southwindwomenscenter.org/,(316) 260-6934 ,Wichita,Kansas,"5107 E Kellogg Dr, Wichita, Kansas",10/4/18,-97.3355332,37.6791426
EMW Women's Surgical Center***,http://www.emwwomens.com/,(502) 589-2124,Louisville,Kentucky,"136 W Market St, Louisville, Kentucky",10/4/18,-85.753136,38.2543714
Delta Clinic of Baton Rouge***,http://iguana-workspace.com/dcbr/,(225) 923-3242,Baton Rouge,Louisiana,"756 Colonial Dr, Baton Rouge, Louisiana",1/26/18,-91.09981272,30.44408283
Hope Medical Group For Women***,http://www.hopemedical.com/,(800) 448-5004 ,Shreaveport,Louisiana,"210 Kings Hwy, Shreaveport, Louisiana",1/26/18,-86.63692574,34.75772898
Women's Health Care Center***,http://www.womenshealthcarecenter.com/,(504) 899-6010 ,New Orleans,Louisiana,"2701 General Pershing St, New Orleans, Louisiana",1/26/18,-90.10172844,29.93746005
Mabel Wadsworth Health Center,https://www.mabelwadsworth.org/,1 (800) 948-5337,Bangor,Maine,"700 Mt Hope Ave, Bangor, Maine",1/24/17,-68.7358236,44.8247899
Maine Family Planning- Abortion Care: Center for Reproductive Health,http://www.mainefamilyplanning.org/directories/24-105/abortion-care-institute-for-reproductive,(207) 626-3243 ,Augusta,Maine,"43 Gabriel Drive, Augusta, Maine",3/23/17,-69.7976409,44.3690133
Maine Family Planning,http://www.mainefamilyplanning.org/directories/24-95/bangor-family-planning,(207) 922-3440,Bangor,Maine,"68 Mt Hope Ave, Bangor, Maine",3/23/17,-68.7634403,44.8132106
Maine Family Planning- Calais Center,http://www.mainefamilyplanning.org/directories/24-100/calais-family-planning,(207) 853-8930,Calais,Maine,"43 Union St, Calais, Maine",3/23/17,-67.28008055,45.18957515
Maine Family Planning- Damariscotta Center,http://www.mainefamilyplanning.org/directories/24-83/damariscotta-family-planning,207-563-1224,Damariscotta,Maine,"767 Main St, Damariscotta, Maine",3/23/17,-69.4994308,44.0548845
Maine Family Planning- Dexter Center,http://www.mainefamilyplanning.org/directories/24-93/dexter-family-planning,207-924-7383,Dexter,Maine,"311 Corinna Rd, Dexter, Maine",3/23/17,-69.283097,45.0036905
Maine Family Planning- Ellsworth Center and Primary Care,http://www.mainefamilyplanning.org/directories/24-97/ellsworth-family-planning,207-812-7030,Ellsworth,Maine,"248 State St, Ellsworth, Maine",3/23/17,-68.4293923,44.5516124
Maine Family Planning- Farmington Center,http://www.mainefamilyplanning.org/directories/24-86/farmington-family-planning,207-778-4553,Farmington,Maine,"193 Front St, Farmington, Maine",3/23/17,-70.1518879,44.6687674
Maine Family Planning- Fort Kent Center,http://www.mainefamilyplanning.org/directories/24-103/fort-kent-family-planning,207-402-3220,Fort Kent,Maine,"139 Market St, Fort Kent, Maine",3/23/17,-68.5798446,47.2512387
Maine Family Planning- Houlton Center,http://www.mainefamilyplanning.org/directories/24-101/houlton-family-planning,207-254-4050,Houlton,Maine,"91 Military St, Houlton, Maine",3/23/17,-67.8313752,46.1241385
Maine Family Planning- Lewiston Center,http://www.mainefamilyplanning.org/directories/24-84/lewiston-family-planning,207-795-4007,Lewiston,Maine,"179 Lisbon St, Lewiston, Maine",3/23/17,-70.2168882,44.09554175
Maine Family Planning- Machias Center,http://www.mainefamilyplanning.org/directories/24-99/machias-family-planning,207-402-3230,Machias,Maine,"247 Main St, Machias, Maine",3/23/17,-67.4396955,44.7228151
Maine Family Planning- Norway Center,http://www.mainefamilyplanning.org/directories/24-89/norway-family-planning,207-743-2066,Norway,Maine,"9 Marston St, Norway, Maine",3/23/17,-70.5362022,44.2123148
Maine Family Planning- Presque Isle Center,http://www.mainefamilyplanning.org/directories/24-102/presque-isle-family-planning,207-768-3062,Presque Isle,Maine,"5 Martin St, Presque Isle, Maine",3/23/17,-68.0092454,46.6877418
Maine Family Planning- Rockland Center,http://www.mainefamilyplanning.org/directories/24-88/rockland-family-planning,207-594-3114,Rockland,Maine,"22 White St1, Rockland, Maine",3/23/17,-86.63692574,34.75772898
Maine Family Planning- Rumford Center,http://www.mainefamilyplanning.org/directories/24-91/rumford-family-planning,207-364-3960,Rumford,Maine,"218 Penobscot St, Rumford, Maine",3/23/17,-70.5515231,44.5494663
Maine Family Planning- Skowhegan Center,http://www.mainefamilyplanning.org/directories/24-87/skowhegan-family-planning,207-612-5000,Skowhegan,Maine,"188 Madison Ave, Skowhegan, Maine",3/23/17,-69.7238402,44.7740049
Maine Family Planning- Waterville Center,http://www.mainefamilyplanning.org/directories/24-82/waterville-family-planning,207-509-3267,Waterville,Maine,"18 Silver St, Waterville, Maine",3/23/17,-69.63036125,44.5486071
Planned Parenthood- Portland Health Center,https://www.plannedparenthood.org/health-center/maine/portland/04101/portland-health-center-2940-91770,(207) 797-8881 ,Portland,Maine,"443 Congress Street, 2nd Floor, Portland, Maine",1/24/17,-70.2587931,43.6580175
American Women's Services- Baltimore*,http://www.americanwomensservices.com/index.php,1-800-203-7604,Baltimore,Maryland,"3506 N Calvert St, Baltimore, Maryland",3/23/17,-76.614607,39.3314365
American Women's Services- Cheverly*,http://www.americanwomensservices.com/index.php,(800) 364-2234,Cheverly,Maryland,"6005 Landover Rd, Cheverly, Maryland",3/23/17,-76.91639673,38.93507191
American Women's Services- Silver Spring*,http://www.americanwomensservices.com/index.php,1-888-226-7846 ,Silver Spring,Maryland,"9801 Georgia Ave, Silver Spring, Maryland",3/23/17,-77.04239306,39.01617035
carafem Health Center,https://carafem.org/,(855) 211-1030,Chevy Chase,Maryland,"5530 Wisconsin Ave, Chevy Chase, Maryland",3/23/17,-77.0879718,38.9648456
Femi-Care Surgery Center,https://femicaresurgery.com/,(443) 394-0523 ,Owings Mill,Maryland,"66 Painters Mill Rd, Owings Mill, Maryland",3/23/17,-86.63692574,34.75772898
Gynemed Surgery Center,https://www.gynemed.org/,(877) 686-8220,Rosedale,Maryland,"17 Fontana Ln, Rosedale, Maryland",3/23/17,-76.4898741,39.3391522
Planned Parenthood- Annapolis Health Center,https://www.plannedparenthood.org/health-center/maryland/annapolis/21401/annapolis-health-center-2834-90620,(410) 576-1414 ,Annapolis,Maryland,"929 West Street, Annapolis, Maryland",3/23/17,-76.50923405,38.976126
Planned Parenthood- Baltimore City Health Center,https://www.plannedparenthood.org/health-center/maryland/baltimore/21201/baltimore-city-health-center-3292-90620,(410) 576-1414 ,Baltimore,Maryland,"330 North Howard Street, Baltimore, Maryland",3/23/17,-76.6199389,39.2936873
Planned Parenthood- Easton Health Center,"https://www.plannedparenthood.org/health-center/maryland/easton/21601/easton-health-center,-md-2830-90620",(410) 576-1414 ,Easton,Maryland,"8579 Commerce Drive, Easton, Maryland",3/23/17,-76.08269002,38.78514847
Planned Parenthood- Gaithersburg Health Center,https://www.plannedparenthood.org/health-center/maryland/gaithersburg/20879/gaithersburg-center-2493-90230,(301) 208-1300 ,Gaithersburg,Maryland,"19650 Clubhouse Road, Gaithersburg, Maryland",3/23/17,-86.63692574,34.75772898
Planned Parenthood- Prince George's County,https://www.plannedparenthood.org/health-center/maryland/suitland/20746/planned-parenthood--prince-george%E2%80%99s-county-4198-90230,(301) 208-1300 ,Suitland,Maryland,"5001 Silver Hill Road, Suitland, Maryland",3/23/17,-76.931185,38.843185
Potomac Family Planning- Hagerstown Clinic,http://potomacfamilyplanning.com/,(800) 773-9140,Hagerstown,Maryland,"160 W Washington St, Hagerstown, Maryland",3/23/17,-77.72358893,39.64368819
Potomac Family Planning- Hillcrest Clinic,http://potomacfamilyplanning.com/,(800)-427-2813,Baltimore,Maryland,"5602 Baltimore National Pike, Baltimore, Maryland",3/23/17,-76.7266824,39.2896501
Potomac Family Planning- Rockville Clinic,http://potomacfamilyplanning.com/,(800)-260-CHOICE (2464),Rockville,Maryland,"966 Hungerford Dr, Rockville, Maryland",3/23/17,-77.15477833,39.10028867
Reproductive Health Services- Germantown Abortion Clinic,http://abortionpages.com/,(800) 848-5471,Germantown,Maryland,"13233 Executive Park Terrace, Germantown, Maryland",3/23/17,-77.27394895,39.17997557
Reproductive Health Services- Prince George Abortion Clinic,http://abortionpages.com/,(800) 848-5471 ,Hyattsville,Maryland,"7411 Riggs Rd, Hyattsville, Maryland",4/11/17,-86.63692574,34.75772898
Silver Spring Family Planning,http://www.silverspringwomenscare.com/,(240) 691-4390,Silver Spring,Maryland,"1111 Spring St, Silver Spring, Maryland",3/23/17,-77.02809265,38.99983992
Whole Women's Health of Baltimore,http://wholewomanshealth.com/baltimore/baltimore.html,(410) 661-2900 ,Nottingham,Maryland,"7648 Belair Rd, Nottingham, Maryland",3/23/17,-76.5205496,39.367298
Four Women Health Services,http://www.fourwomen.com/,(508) 222-7555 ,Attlesboro,Massachusetts,"150 Emory St, Attlesboro, Massachusetts",2/16/17,-86.63692574,34.75772898
Merrimack Valley Women's Health Services,http://www.merrimackvalleywomenshealth.com/,(978) 688-7222,Haverhill,Massachusetts,"288 Groveland St, Haverhill, Massachusetts",2/16/17,-71.04719386,42.76758845
Metro West Women's Health Services,http://www.metrowestwomenshealth.com/,(508) 545-2870 ,Natick,Massachusetts,"67 Union St, Natick, Massachusetts",2/16/17,-71.33524787,42.28015725
North Shore Women's Center,http://www.northshorewomenscenter.com/index.html,(781) 595-4800,Lynn,Massachusetts,"480 Lynnfield St, Lynn, Massachusetts",4/14/17,-70.978742,42.50110375
Planned Parenthood- Central Massachusetts Health Center,https://www.plannedparenthood.org/health-center/massachusetts/worcester/01609/central-massachusetts-health-center-2660-90610,(800) 258-4448,Worcester,Massachusetts,"470 Pleasant Street, Worcester, Massachusetts",1/24/17,-71.8181603,42.2631383
Planned Parenthood- Greater Boston Health Center,https://www.plannedparenthood.org/health-center/massachusetts/boston/02215/greater-boston-health-center-3293-90610,(800) 258-4448,Boston,Massachusetts,"1055 Commonwealth Avenue, Boston, Massachusetts",1/24/17,-71.12287089,42.35262745
Planned Parenthood- Western Massachusetts Health Center,https://www.plannedparenthood.org/health-center/massachusetts/springfield/01107/western-massachusetts-health-center-2662-90610,(800) 258-4448 ,Springfield,Massachusetts,"3550 Main Street, Springfield, Massachusetts",1/24/17,-72.610703,42.125443
Reproductive Health Care Services for Women,http://www.abortion-clinic-boston.com/,(888) 410-3678 ,Brookline,Massachusetts,"1180 Beacon Street, Brookline, Massachusetts",4/11/17,-71.1145911,42.3437645
Women's Health Services,http://womenshealthservice.com/,(617) 277-0009 ,Brookline,Massachusetts,"111 Harvard St, Brookline, Massachusetts",4/11/17,-71.12103934,42.33678935
Eastland Women's Clinic,http://eastlandwomensclinic.com/,(586) 774-4190 ,Eastpointe,Michigan,"15921 East 8 Mile Road, Eastpointe, Michigan",2/16/17,-82.95695451,42.45041614
Heritage Clinic for Women,https://www.heritageclinic.com/,(800) 345-1393 ,Grand Rapids,Michigan,"320 Fulton St E, Grand Rapids, Michigan",2/16/17,-85.66133145,42.96298249
Northland Family Planning Center- Southfield Abortion Clinic,http://northlandfamilyplanning.com/southfield,(248) 559-0590,Southfield,Michigan,"24450 Evergreen Rd, Southfield, Michigan",2/16/17,-83.2417521,42.5009978
Northland Family Planning Center- Sterling Heights Abortion Clinic,http://northlandfamilyplanning.com/sterling-heights,(586) 268-1700 ,Sterling Heights,Michigan,"3810 17 Mile Rd, Sterling Heights, Michigan",2/16/17,-83.07216547,42.57901579
Northland Family Planning- Westland Abortion Clinic,http://northlandfamilyplanning.com/westland,(734) 721-4700,Westland,Michigan,"35000 Ford Rd, Westland, Michigan",2/16/17,-83.38419051,42.32509605
Planned Parenthood- Ann Arbor Health Center,https://www.plannedparenthood.org/health-center/michigan/ann-arbor/48104/ann-arbor-health-center-3296-90630,(734) 973-0710,Ann Arbor,Michigan,"3100 Professional Drive, Ann Arbor, Michigan",2/16/17,-83.697772,42.255217
Planned Parenthood- Detroit Health Center,https://www.plannedparenthood.org/health-center/michigan/detroit/48201/detroit-health-center-2890-90630,(313) 831-7776 ,Detroit,Michigan,"4229 Cass Ave, Detroit, Michigan",2/16/17,-83.06383229,42.35082471
Planned Parenthood- Flint Health Center,https://www.plannedparenthood.org/health-center/michigan/flint/48532/flint-health-center-3298-90630,(810) 238-3631,Flint,Michigan,"G-3371 Beecher Road, Flint, Michigan",2/16/17,-83.7264217,43.0070169
Planned Parenthood- Irwin/Martin Health Center,https://www.plannedparenthood.org/health-center/michigan/grand-rapids/49503/irwin-martin-health-center-3295-90630,(616) 459-3101 ,Grand Rapids,Michigan,"425 Cherry St. SE, Grand Rapids, Michigan",2/16/17,-85.65811951,42.9597151
Planned Parenthood- Kalamazoo Health Center,https://www.plannedparenthood.org/health-center/michigan/kalamazoo/49006/kalamazoo-health-center-3299-90630,(269) 372-1200 ,Kalamazoo,Michigan,"4201 W Michigan Ave, Kalamazoo, Michigan",2/16/17,-85.640872,42.276963
Planned Parenthood- Lansing Health Center,https://www.plannedparenthood.org/health-center/michigan/lansing/48912/lansing-health-center-2785-90630,(517) 351-0550,Lansing,Michigan,"300 N. Clippert, Lansing, Michigan",2/16/17,-84.5068644,42.7363961
Planned Parenthood- Marquette Health Center,https://www.plannedparenthood.org/health-center/michigan/marquette/49855/marquette-health-center-2605-90630,(906) 225-5070 ,Marquette,Michigan,"1219 N. Third St., Marquette, Michigan",2/16/17,-86.63692574,34.75772898
Planned Parenthood- Walker Health Center,https://www.plannedparenthood.org/health-center/michigan/traverse-city/49686/walker-health-center-3297-90630,(231) 929-1844 ,Traverse City,Michigan,"1135 E. Eighth St, Traverse City, Michigan",2/16/17,-85.59360919,44.75873172
Scotsdale Women's Center,http://www.detroitabortioncenter.com/,(313) 538-2020,Detroit,Michigan,"19305 W 7 Mile Rd, Detroit, Michigan",2/16/17,-83.2242077,42.429923
Summit Medical Center- Detroit Abortion Clinic,https://www.summitcenters.com/detroit-abortion-clinic/,(800) 482-4162,Detroit,Michigan,"15801 W. McNichols Road, Detroit, Michigan",2/16/17,-83.202297,42.41582
West Bloomfield Michigan Abortion,http://womancare-abortion.com/west-bloomfield-michigan-abortion/,(248) 932-1777 ,West Bloomfield Township,Michigan,"6765 Orchard Lake Rd, West Bloomfield Township, Michigan",4/11/17,-83.3613742,42.5576589
WomenCare of Lansing,http://www.womancarelansing.com/,(248) 932-1777,Lansing,Michigan,"840 E Mount Hope Avenue, Lansing, Michigan",4/14/17,-84.540398,42.711861
Women's Center of Flint,http://whcofmi.com/,(810) 230-1300,Flint,Michigan,"3422 Flushing Rd, Flint, Michigan",5/31/17,-83.74091473,43.02717422
Women's Center of Saginaw,http://whcofmi.com/,(989) 790-1040,Saginaw,Michigan,"3141 Cabaret Trail S, Saginaw, Michigan",5/31/17,-83.97858516,43.46278077
Women's Center of Michigan- Detroit,http://womenscenterofmichigan.com/contact-us-in-detroit-michigan/,(313) 526-3600,Detroit,Michigan,"15650 East 8 Mile Road, Detroit, Michigan",4/14/17,-82.95995,42.449908
Women's Center of Michigan- Southfield,http://womenscenterofmichigan.com/contact-us-in-southfield-michigan/,(248) 569-7010 ,Lathrup Village,Michigan,"28505 Southfield Rd, Lathrup Village, Michigan",4/14/17,-83.2215458,42.4811235
Women's Center of Michigan- Sterling Heights,http://womenscenterofmichigan.com/contact-us-in-southfield-michigan/,(586) 979-2190,Sterling Heights,Michigan,"11474 15 Mile Rd, Sterling Heights, Michigan",4/14/17,-83.01057331,42.55156497
Women's Center of Michigan- Warren Center,http://womenscenterofmichigan.com/contact-us-in-warren-michigan/,(586) 751-7247,Warren,Michigan,"28477 Hoover Rd, Warren, Michigan",4/14/17,-83.00680632,42.5033812
Women's Center of Michigan- West Bloomfield Center,http://womenscenterofmichigan.com/contact-us-in-west-bloomfield-michigan/,(248) 932-1777 ,West Bloomfield Township,Michigan,"6765 Orchard Lake Rd, West Bloomfield Township, Michigan",4/14/17,-83.3613742,42.5576589
Mildred Hanson MD***,http://www.drmilliehanson.com/,(877) 870 1334,Minneapolis,Minnesota,"710 East 24th Street, Minneapolis, Minnesota",1/26/18,-93.26470841,44.95919761
Planned Parenthood- St. Paul Health Center- Vandaila***,https://www.plannedparenthood.org/health-center/minnesota/st.-paul/55114/st.-paul-health-center---vandalia-4055-90720,(651) 698-2406,St. Paul,Minnesota,"671 Vandalia St., St. Paul, Minnesota",1/26/18,-93.1894427,44.9616536
Robbinsdale Clinic***,http://www.robbinsdaleclinic.com/index.htm,(763) 533-2534,Minneapolis,Minnesota,"3819 West Broadway, Minneapolis, Minnesota",1/26/18,-93.3160273,45.0105295
Women's Health Center of Duluth***,http://womenshealthcenterduluth.org/,(800) 735-7654,Duluth,Minnesota,"32 E 1st St, Duluth, Minnesota",1/26/18,-92.09877897,46.78789968
Whole Women's Health of the Twin Cities***,https://wholewomanshealth.com/clinic/whole-womans-health-of-the-twin-cities/#location,(612) 332-2311 ,Minneapolis,Minnesota,"825 S 8th St, Minneapolis, Minnesota",1/26/18,-93.26177892,44.97108951
Jackson Women's Health Organzation**,http://jacksonwomenshealth.com/,(601) 366-2261,Jackson,Mississippi,"2903 North State Street, Jackson, Mississippi",1/26/18,-90.17680669,32.3345994
Planned Parenthood- Columbia Abortion Services Center***,https://www.plannedparenthood.org/health-center/missouri/columbia/65203/columbia-health-center-2760-90740,(573) 443-0427,Columbia,Missouri,"711 N Providence Road, Columbia, Missouri",10/4/18,-92.33420759,38.95953098
Planned Parenthood- Reproductive Health Services of PPSLR***,https://www.plannedparenthood.org/health-center/missouri/st.-louis/63108/reproductive-health-services-of-ppslr-3302-90770,(314) 531-7526 ,St. Louis,Missouri,"4251 Forest Park Avenue, St. Louis, Missouri",10/4/18,-90.25524116,38.63732862
Patty Brous AB Services***,https://www.plannedparenthood.org/health-center/missouri/kansas-city/64110/patty-brous-ab-services-4511-90741,(816) 756-2277,Kansas City,Missouri,"1001 Emanuel Cleaver II Blvd., Kansas City, Missouri",10/4/18,-94.57385135,39.0415165
Blue Mountain Clinic***,http://bluemountainclinic.org/,1-800-727-2546,Missoula,Montana,"610 N California St, Missoula, Montana",1/10/18,-114.0130989,46.8773272
Planned Parenthood- Great Falls Health Center*,https://www.plannedparenthood.org/health-center/montana/great-falls/59405/planned-parenthood-great-falls-2442-90790,(406) 454-3431,Great Falls,Montana,"211 9th Street South, Great Falls, Montana",1/10/18,-111.2919506,47.50281832
Planned Parenthood Heights*,https://www.plannedparenthood.org/health-center/montana/billings/59105/planned-parenthood-heights-2438-90790,(406) 869-5040,Billings,Montana,"100 West Wicks Lane, Billings, Montana",1/10/18,-108.4884056,45.82726384
Planned Parenthood- West Health Center*,https://www.plannedparenthood.org/health-center/montana/billings/59102/planned-parenthood-west-2441-90790,(406) 656-9980 ,Billings,Montana,"1844 Broadwater, Billings, Montana",1/10/18,-108.5637652,45.7763524
Planned Parenthood- Helena Health Center***,https://www.plannedparenthood.org/health-center/montana/helena/59601/planned-parenthood-helena-2443-90790,(406) 443-7676 ,Helena,Montana,"1500 Cannon St, Helena, Montana",1/10/18,-112.057692,46.602492
Abortion and Contraception Clinic of Nebraska***,http://www.abortionclinics.org/clinics/bellevue-nebraska.html,(402) 291-4797 ,Bellevue,Nebraska,"1002 W Mission Ave, Bellevue, Nebraska",1/26/18,-95.9061063,41.1367357
Planned Parenthood- Lincoln South Health Center***,https://www.plannedparenthood.org/health-center/nebraska/lincoln/68516/lincoln-south-health-center-4062-90380,(877) 811-7526 ,Lincoln,Nebraska,"5631 S. 48th Street, Lincoln, Nebraska",1/26/18,-96.653701,40.80801
Planned Parenthood- Northwest Health Center***,https://www.plannedparenthood.org/health-center/nebraska/omaha/68134/northwest-health-center-2447-90380,(877) 811-7526 ,Omaha,Nebraska,"3105 N. 93rd St, Omaha, Nebraska",1/26/18,-96.05591671,41.28730819
A-All Women Care Abortion Clinic***,https://lvgyn.com/,(702) 531-5400,Las Vegas,Nevada,"7908 W Sahara Ave, Las Vegas, Nevada",3/1/18,-115.2635041,36.14382288
